manufacturercode,manufacturername,classoftradecode,classoftrade,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,facevaluerangecode,facevaluerangedescription,facevalueperunitrangecode,facevalueperunitrangedescription,totalredemptionvalue,recordcount,percent,yyyyqqretailereow
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,3,Desserts & Whipped Cream Tub,1,Food,1,<.40,1,<.40,0.50,2,0.00000011,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,3,.76 - 1.00,3,.76 - 1.00,490.00,287,0.00001517,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,510,Handout Electronic Checkout,11,Kitchen Items & Appliances,1,Food,3,.76 - 1.00,3,.76 - 1.00,3999.00,3550,0.00018765,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,3,Medical Test Kits & Devices,1,Food,2,.40 - .75,1,<.40,0.40,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,11,Skin Creams & Lotions/Facial Cleansers,1,Food,3,.76 - 1.00,3,.76 - 1.00,400.00,245,0.00001295,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,3,.76 - 1.00,3068.19,1244,0.00006576,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,5,Heat & Eat Prepared Foods,1,Food,4,1.00 +,4,1.00 +,105.90,10,0.00000053,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,4,1.00 +,4,1.00 +,2192.76,338,0.00001787,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,13,Light Bulbs & Batteries,1,Food,4,1.00 +,2,.40 - .75,10.00,8,0.00000042,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,1,<.40,43570.00,2870,0.00015170,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,15.50,17,0.00000090,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,2,.40 - .75,1,<.40,30.20,54,0.00000285,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,14,Meat & Seafood - Canned,1,Food,1,<.40,1,<.40,0.25,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,1,<.40,16.00,10,0.00000053,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,2,.40 - .75,1,<.40,7310.25,3249,0.00017174,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,30.00,30,0.00000159,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,2,.40 - .75,2,.40 - .75,5.25,9,0.00000048,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,4,1.00 +,2,.40 - .75,1.50,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,4,Juice,1,Food,3,.76 - 1.00,3,.76 - 1.00,13383.00,6557,0.00034659,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,1,<.40,98.00,160,0.00000846,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,4,Fragrances & Gift Sets,1,Food,2,.40 - .75,2,.40 - .75,14239.50,23683,0.00125184,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,3,.76 - 1.00,3,.76 - 1.00,16.00,10,0.00000053,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,3,.76 - 1.00,1,<.40,11.00,8,0.00000042,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,3,Deodorant,1,Food,2,.40 - .75,2,.40 - .75,546.50,404,0.00002135,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,4,1.00 +,4,1.00 +,9502.95,1863,0.00009848,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,4,Prescription Medications & Devices,1,Food,1,<.40,1,<.40,0.68,2,0.00000011,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,5,Clothing & Undergarments,1,Food,4,1.00 +,4,1.00 +,6.99,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,10,Fruit - Dried & Canned,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,9,Sanitary Protection & Feminine Hygiene,1,Food,3,.76 - 1.00,3,.76 - 1.00,4.00,4,0.00000021,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,1,<.40,8070.00,4753,0.00025124,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,7,Yogurt - Shakes & Drinks,1,Food,2,.40 - .75,1,<.40,52.50,90,0.00000476,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,1099.60,2170,0.00011470,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,4,1.00 +,4,1.00 +,16.25,12,0.00000063,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,13,Light Bulbs & Batteries,1,Food,3,.76 - 1.00,1,<.40,1434.20,1625,0.00008589,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,2,.40 - .75,2,.40 - .75,28.90,20,0.00000106,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,3,.76 - 1.00,3,.76 - 1.00,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,1360,Print At Home,4,Dough Products,1,Food,2,.40 - .75,2,.40 - .75,0.50,1,0.00000005,201601
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,9999,Unknown,9,Vegetables,1,Food,3,.76 - 1.00,2,.40 - .75,640.00,197,0.00001041,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,7,Heat & Eat Prepared Foods,1,Food,2,.40 - .75,1,<.40,53.00,20,0.00000106,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Juice,1,Food,2,.40 - .75,2,.40 - .75,93.25,91,0.00000481,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,98,UNKNOWN,1,Food,2,.40 - .75,1,<.40,1363.50,1803,0.00009530,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,2,.40 - .75,2,.40 - .75,5.00,9,0.00000048,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,8,Condiments/Dips/Gravies/Sauces,1,Food,2,.40 - .75,2,.40 - .75,38.50,71,0.00000375,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,1,<.40,12.25,24,0.00000127,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,10,Household Maintenance Products,1,Food,3,.76 - 1.00,3,.76 - 1.00,15.00,1,0.00000005,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,1,<.40,16.00,18,0.00000095,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,510,Handout Electronic Checkout,4,Prescription Medications & Devices,1,Food,4,1.00 +,2,.40 - .75,39167.50,23602,0.00124756,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,4,1.00 +,4,1.00 +,116.00,49,0.00000259,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,8,Condiments/Dips/Gravies/Sauces,1,Food,4,1.00 +,4,1.00 +,1.50,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,2,.40 - .75,2,.40 - .75,14924.55,12972,0.00068568,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,78932.06,28056,0.00148299,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,7,Yogurt - Shakes & Drinks,1,Food,2,.40 - .75,2,.40 - .75,66.50,47,0.00000248,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,9,Meat/Poultry/Seafood,1,Food,1,<.40,1,<.40,0.85,3,0.00000016,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,9,Vegetables,1,Food,1,<.40,1,<.40,0.85,3,0.00000016,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,1,<.40,2222.50,1171,0.00006190,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,13,Light Bulbs & Batteries,1,Food,3,.76 - 1.00,2,.40 - .75,1165.00,641,0.00003388,201601
705,GENERAL MILLS INC.,9,DEPARTMENT STORE,2,Dry Grocery,202,FSI,4,Fruit,1,Food,3,.76 - 1.00,1,<.40,4.00,4,0.00000021,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,2,.40 - .75,27687.00,15777,0.00083395,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,2,.40 - .75,201.00,120,0.00000634,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,2,First Aid,1,Food,4,1.00 +,2,.40 - .75,22.50,15,0.00000079,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,11,Kitchen Items & Appliances,1,Food,3,.76 - 1.00,2,.40 - .75,627.00,624,0.00003298,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,2,Automotive,1,Food,3,.76 - 1.00,2,.40 - .75,150.00,144,0.00000761,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,9,Meat/Poultry/Seafood,1,Food,2,.40 - .75,2,.40 - .75,153.45,240,0.00001269,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,2,Breakfast Foods,1,Food,2,.40 - .75,2,.40 - .75,114.00,60,0.00000317,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,4,1.00 +,4,1.00 +,210.99,57,0.00000301,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,4,Juice,1,Food,3,.76 - 1.00,3,.76 - 1.00,249.00,168,0.00000888,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,1,<.40,2.25,3,0.00000016,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,2,Cheese,1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,3,Bread & Baked Goods - Shelf Stable,1,Food,1,<.40,1,<.40,0.50,2,0.00000011,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,11,Kitchen Items & Appliances,1,Food,4,1.00 +,1,<.40,1.50,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1299,Military,4,Fragrances & Gift Sets,1,Food,3,.76 - 1.00,2,.40 - .75,70.00,41,0.00000217,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,11,Skin Creams & Lotions/Facial Cleansers,1,Food,4,1.00 +,4,1.00 +,1611.80,1000,0.00005286,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,1360,Print At Home,98,Cross-Category,1,Food,4,1.00 +,4,1.00 +,350.00,160,0.00000846,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,3,.76 - 1.00,1,<.40,22.35,16,0.00000085,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,98,Cross-Category,1,Food,2,.40 - .75,2,.40 - .75,91.50,23,0.00000122,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,3.60,7,0.00000037,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,25348.00,12848,0.00067912,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,2,.40 - .75,0.75,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,3,.76 - 1.00,16.00,10,0.00000053,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,143.00,119,0.00000629,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,28.00,26,0.00000137,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,98,Cross-Category,1,Food,4,1.00 +,3,.76 - 1.00,4.00,2,0.00000011,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,2,Breakfast Foods,1,Food,2,.40 - .75,1,<.40,0.75,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,4,Fruit,1,Food,3,.76 - 1.00,3,.76 - 1.00,13383.00,6557,0.00034659,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,2,.40 - .75,1125.80,595,0.00003145,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,510,Handout Electronic Checkout,13,Light Bulbs & Batteries,1,Food,2,.40 - .75,1,<.40,2.25,3,0.00000016,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1299,Military,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,2,.40 - .75,1.00,1,0.00000005,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,3,.76 - 1.00,7280.85,6319,0.00033401,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,3,.76 - 1.00,3,.76 - 1.00,16.00,10,0.00000053,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,1360,Print At Home,11,Skin Creams & Lotions/Facial Cleansers,1,Food,2,.40 - .75,2,.40 - .75,354.00,562,0.00002971,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,3,.76 - 1.00,2,.40 - .75,36.00,27,0.00000143,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,3,.76 - 1.00,3,.76 - 1.00,32.00,20,0.00000106,201601
705,GENERAL MILLS INC.,2,LARGE DRUG/PHARM,2,Dry Grocery,9999,Unknown,98,UNKNOWN,1,Food,4,1.00 +,4,1.00 +,193.84,41,0.00000217,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,2,Cosmetics,1,Food,2,.40 - .75,2,.40 - .75,5.50,10,0.00000053,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,2,.40 - .75,2,.40 - .75,3.50,4,0.00000021,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,7,Foil/Plastic Wrap & Bags/Plastic Containers,1,Food,3,.76 - 1.00,2,.40 - .75,15916.00,1650,0.00008722,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1299,Military,9,Sanitary Protection & Feminine Hygiene,1,Food,2,.40 - .75,2,.40 - .75,12.00,8,0.00000042,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,2,First Aid,1,Food,2,.40 - .75,2,.40 - .75,1579.75,3049,0.00016117,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,3,.76 - 1.00,1841.00,1818,0.00009610,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,1360,Print At Home,10,Fruit - Dried & Canned,1,Food,2,.40 - .75,1,<.40,2262.00,4483,0.00023696,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,2,Breakfast Foods,1,Food,1,<.40,1,<.40,1484.50,1320,0.00006977,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,2,Coffee & Tea,1,Food,4,1.00 +,2,.40 - .75,4.10,3,0.00000016,201601
705,GENERAL MILLS INC.,3,MILITARY,2,Dry Grocery,9999,Unknown,4,"Charcoal, Logs & Accessories",1,Food,3,.76 - 1.00,2,.40 - .75,4862.34,1409,0.00007448,201601
705,GENERAL MILLS INC.,4,CONVENIENCE STORE,2,Dry Grocery,510,Handout Electronic Checkout,4,Fragrances & Gift Sets,1,Food,4,1.00 +,2,.40 - .75,2.00,1,0.00000005,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,202,FSI,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,2,.40 - .75,1,<.40,53.00,20,0.00000106,201601
705,GENERAL MILLS INC.,5,MISCELLANEOUS CLASS,2,Dry Grocery,9999,Unknown,4,Fragrances & Gift Sets,1,Food,4,1.00 +,4,1.00 +,22.06,6,0.00000032,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Dough Products,1,Food,3,.76 - 1.00,3,.76 - 1.00,78.00,39,0.00000206,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,202,FSI,4,Fruit,1,Food,2,.40 - .75,2,.40 - .75,93.25,91,0.00000481,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,4,Prescription Medications & Devices,1,Food,2,.40 - .75,2,.40 - .75,118.50,223,0.00001179,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,2,.40 - .75,2,.40 - .75,5.00,9,0.00000048,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,2,.40 - .75,1,<.40,30.20,54,0.00000285,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,3,.76 - 1.00,2,.40 - .75,23.00,14,0.00000074,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,4,1.00 +,4,1.00 +,51.59,11,0.00000058,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,11,Heat & Eat - Canned or Packaged,1,Food,2,.40 - .75,2,.40 - .75,21.60,12,0.00000063,201601
705,GENERAL MILLS INC.,7,VARIETY/DISCOUNT,2,Dry Grocery,9999,Unknown,14,Meat & Seafood - Canned,1,Food,1,<.40,1,<.40,0.25,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,3,Books & Magazines,1,Food,3,.76 - 1.00,3,.76 - 1.00,5.00,1,0.00000005,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,4,Fruit,1,Food,4,1.00 +,4,1.00 +,17480.00,4142,0.00021894,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,3,.76 - 1.00,3,.76 - 1.00,1359.00,819,0.00004329,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1299,Military,21,"Spices, Seasonings & Extracts",1,Food,1,<.40,1,<.40,1.50,5,0.00000026,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,4,Prescription Medications & Devices,1,Food,4,1.00 +,4,1.00 +,2615.21,305,0.00001612,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,1360,Print At Home,7,Chips/Pretzels/Popcorn,1,Food,4,1.00 +,4,1.00 +,116.00,49,0.00000259,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,2,First Aid,1,Food,2,.40 - .75,1,<.40,40.50,55,0.00000291,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,3,Books & Magazines,1,Food,4,1.00 +,4,1.00 +,41.34,15,0.00000079,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,11,Kitchen Items & Appliances,1,Food,3,.76 - 1.00,2,.40 - .75,543.00,219,0.00001158,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,9999,Unknown,13,Light Bulbs & Batteries,1,Food,3,.76 - 1.00,1,<.40,2638.60,1457,0.00007701,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,202,FSI,4,Prescription Medications & Devices,1,Food,3,.76 - 1.00,1,<.40,5631.00,4185,0.00022121,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,510,Handout Electronic Checkout,9,Household Cleaners & Supplies,1,Food,3,.76 - 1.00,3,.76 - 1.00,6.00,6,0.00000032,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,1360,Print At Home,98,Cross-Category,1,Food,3,.76 - 1.00,1,<.40,660.00,660,0.00003489,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,4,Fruit,1,Food,3,.76 - 1.00,3,.76 - 1.00,249.00,168,0.00000888,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,5,Heat & Eat Prepared Foods,1,Food,2,.40 - .75,2,.40 - .75,153.00,162,0.00000856,201601
705,GENERAL MILLS INC.,12,CLEARING HOUSE,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,2,.40 - .75,2,.40 - .75,264.75,222,0.00001173,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,2,Baking Mixes/Ingredients/Supplies,1,Food,1,<.40,1,<.40,1.00,2,0.00000011,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,202,FSI,7,Heat & Eat Prepared Foods,1,Food,3,.76 - 1.00,2,.40 - .75,6506.00,1215,0.00006422,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,1,Butter & Margarine,1,Food,3,.76 - 1.00,3,.76 - 1.00,908.00,440,0.00002326,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,2,Cheese,1,Food,2,.40 - .75,2,.40 - .75,505.70,409,0.00002162,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,3,Coffee Creamers & Hot Chocolate Mix,1,Food,3,.76 - 1.00,2,.40 - .75,60.00,38,0.00000201,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,3,Deodorant,1,Food,4,1.00 +,3,.76 - 1.00,2.00,1,0.00000005,201601
705,GENERAL MILLS INC.,13,LARGE SUPERMARKET,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,3,.76 - 1.00,2,.40 - .75,120267.86,22056,0.00116584,201601
705,GENERAL MILLS INC.,8,MASS MERCHANDISER,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,3,.76 - 1.00,1,<.40,6494.00,3483,0.00018411,201601
